"Indices","Stock Code","Yh Code","Company Name","Website","Description"
"FTSE All Share","HSBA","HSBA.L","HSBC HLDGS PLC",https://www.hsbc.com/,"HSBC, one of the largest banking and financial services institutions in the world, serves millions of customers through its four Global Businesses.  //  Founded in 1865, HSBC is one of the world’s
 leading international banks.
  //  At HSBC, how we do business is as important as what we do.  //  "
"FTSE All Share","HSL","HSL.L","HENDERSON SMALLER COS INV TST PLC",https://www.janushenderson.com/.../investor/.../the-henderson-smaller- companies-investment-trust-plc/,""
"FTSE All Share","HSV","HSV.L","HOMESERVE PLC",https://www.homeserveplc.com/,"Our vision is to be the world’s most trusted provider of home repairs and improvements.  //  Making home repairs and improvements easy  //  Read about our Interim results (HY21) here.  //  "
"FTSE All Share","HSW","HSW.L","HOSTELWORLD GROUP PLC",http://www.hostelworldgroup.com/,"Hostelworld Group (HSW), formerly Web Reservations International, is the world’s leading hostel-focused online booking platform.  //  As a leading global OTA focused on the hostel market, Hostelworld sparks millions of social experiences around the world.  //   
                  
                    Read our story
                  
                  //  "
"FTSE All Share","HSX","HSX.L","HISCOX LD",https://www.hiscoxgroup.com/,"Hiscox is a diversified international insurance group with a powerful brand, strong balance sheet and plenty of room to grow. Listed on the London stock exchange and headquartered in Bermuda.  //              How we are responding
        //              Our Impact Report
        //  "
"FTSE All Share","HTG","HTG.L","HUNTING PLC",https://www.huntingplc.com/,"HUNTING PLC is an energy services provider to the world's leading national and international oil and gas companies, manufacturing and distributing products that enable the extraction of oil and gas.  //  Innovative products enabling oil and gas extraction worldwide  //  We specialise in the global manufacture, trade and rental of high quality upstream equipment for the wellbore  //  "
"FTSE All Share","HTWS","HTWS.L","HELIOS TOWERS PLC",https://www.heliostowers.com/,"Home  //  Helios Towers is a market-leading telecom tower infrastructure company. We enable mobile operators to roll out and enhance coverage in high-growth markets.

Learn more about our solutions, our partners and where we work in our company videos.  //  Through our values of Integrity, Partnership and Excellence, we develop long-term relationships that help seize opportunity and unlock potential.  //  "
"FTSE All Share","HVPE","HVPE.L","HARBOURVEST GLOBAL PRIVATE EQUITY L",https://www.hvpe.com/,"HVPE provides a complete private markets solution for public investors by investing in primary funds, secondary investments, and direct co-investments to provide shareholders with superior, long-term capital growth why private equity? investment strategy top 10 investments -->  //  Insight  //  
HVPE delivered a 2.2% increase in NAV per share in the six months to 31 July 2020
  //  "
"FTSE All Share","HWDN","HWDN.L","HOWDEN JOINERY GROUP PLC",https://www.howdenjoinerygroupplc.com/,"This website uses cookies to improve your online experience. They are placed on your computer when you launched this website. You can change your cookie settings through your browser. If you continue to use this site, you consent to our use of cookies.
Read more.  //  View Results Announcement  //  "
"FTSE All Share","HWG","HWG.L","HARWORTH GROUP PLC",https://harworthgroup.com/,"Harworth Group plc is one of the largest land and property regeneration companies in the UK, owning and managing c.18,000 acres on 100 sites. We bring to life former industrial sites and turn them in to residential developments and areas of employment.  //   Harworth Group plc is one of the leading land and property regeneration companies in the UK,  owning and managing c.18,000 acres on around 100 sites in the North of England and the Midlands.  //  We create great new places for people to live and work, delivering thousands of new jobs and homes in the regions.  //  "
"FTSE All Share","HYVE","HYVE.L","HYVE GROUP PLC",https://hyve.group/home,"We create unmissable events and connect millions of people every year. Where business is personal, where meetings move markets and where today’s leaders inspire tomorrow’s.  //  We create unmissable events and connect millions of people every year. Where business is personal, where meetings move markets and where today’s leaders inspire tomorrow’s  //  We create unmissable events and connect millions of people every year. Where business is personal, where meetings move markets and where today’s leaders inspire tomorrow’s  //  "
"FTSE All Share","IAG","IAG.L","INTL CONSOLIDATED AIRLINES GROUP SA",https://en.wikipedia.org/wiki/international_airlines_group,""
"FTSE All Share","IAT","IAT.L","INVESCO ASIA TRUST PLC",https://www.invesco.com/uk/en/investment-trusts/.../invesco-asia-trust-plc. html,""
"FTSE All Share","IBST","IBST.L","IBSTOCK PLC",https://www.ibstockplc.co.uk/,"About Us  //  Driving sustainable performance  //  "
"FTSE All Share","IBT","IBT.L","INTERNATIONAL BIOTECHNOLOGY TST PLC",https://ibtplc.com/,"Its award-winning fund managers at SV Health Investors are scientifically and medically trained with over 60 years of experience in this specialist sector between them.  //  As well as investing in a wide-ranging portfolio of global quoted biotechnology stocks, International Biotechnology Trust includes a small proportion of otherwise inaccessible carefully selected unquoted investments which have the potential to deliver additional returns over the long term. Excellent management teams, unique innovative products and strong potential for outperformance are the key criteria for inclusion in our diversified portfolio of assets.  //  "
"FTSE All Share","ICGT","ICGT.L","ICG ENTERPRISE TRUST PLC",https://www.icg-enterprise.co.uk/,"A leading private equity investor, listed on the London Stock Exchange, providing shareholders with access to a portfolio of investments in profitable cash generative unquoted companies, primarily in Europe and the US.  //  We are a leading private equity investor with net assets of &#163;775m.  //  A portfolio that strikes the right balance between concentration and diversification, risk and reward.  //  "
"FTSE All Share","ICP","ICP.L","INTERMEDIATE CAPITAL GROUP PLC",https://www.icgam.com/,"ICG is a global alternative asset manager in private debt, credit and equity. We are focused on providing capital to help companies grow through private and public markets. We develop long-term relationships with our business partners to deliver value for shareholders, clients and employees.  //  Contact us | Client login  //  We specialise in private debt, equity and credit, providing financing solutions across the capital structure, and pioneering new strategies where we can deliver value to our investors.  //  "
"FTSE All Share","IEM","IEM.L","IMPAX ENVIRONMENTAL MARKETS PLC",https://impaxenvironmentalmarkets.co.uk/,"Specialists in the transition to a more sustainable economy  //  I confirm that I am a [investor_type] based in [investor_country] and that I have read and understood the important information, privacy policy and terms and conditions which governs the use of this website.  //  Capital at risk. The value of investments may go up or down and is not guaranteed.  //  "
"FTSE All Share","IGG","IGG.L","IG GROUP HOLDINGS PLC",https://www.iggroup.com/,"IG Group is a world leader in derivatives trading and an established member of the FTSE 250. Discover more about IG, our brands and current vacancies.  //  Since 1974, IG Group has been the natural home for the sophisticated trader. Learn about IG Group’s history, business model, and leadership team in the About Us section.  //    //  "
"FTSE All Share","IHG","IHG.L","INTERCONTINENTAL HOTELS GROUP PLC",https://www.ihgplc.com/,"IHG is one of the world’s leading hotel companies, whose purpose is to provide True Hospitality for everyone. We have the right hotel brand for both our guests and owners, whatever their needs.   //  Share price 4896.00p 14 January 2021 at 09:04  //  Share price 4896.00p 14 January 2021 at 09:04  //  "
"FTSE All Share","IHP","IHP.L","INTEGRAFIN HOLDINGS PLC",https://www.integrafin.co.uk/,"Welcome to IntegraFin Holdings plc. We are the holding company of Transact – the UK’s leading investment platform.   //    //  We provide a leading UK investment platform, called Transact, to UK financial advisers and their clients through proprietary technology, premium service, a wide range of tax wrappers and an extensive choice of assets.  //  "
"FTSE All Share","IHR","IHR.L","IMPACT HEALTHCARE REIT PLC",https://www.impactreit.uk/,"Welcome to Impact Healthcare REIT – we invest in a diversified portfolio of UK healthcare real estate assets, in particular residential care homes and lease them on long leases to high-quality care home operators.  //  
                The board of Directors (the "Board") of Impact Healthcare REIT plc (ticker: IHR), is pleased to provide the following update for the quarter ended 30 September 2020.              //  Dedicated to investing in the future of healthcare UK. Through working in long-term partnerships with carefully selected high-quality tenants, we will generate secure and stable income for the benefit of our shareholders  //  "
"FTSE All Share","III","III.L","3I GROUP PLC",https://www.3i.com/,"3i is a leading international investor focused on mid-market Private Equity and Infrastructure  //  Creating value through digital: Simon Andersen explains 3i’s approach  //  We are playing a key role in the internationalisation of Action's business by leveraging our network, experience and resources.  //  "
"FTSE All Share","IIT","IIT.L","INDEPENDENT INV TST PLC",https://www.google.com/finance/quote/lti:lon,""
"FTSE All Share","IMB","IMB.L","IMPERIAL BRANDS PLC",https://www.imperialbrandsplc.com/index.html,"This website uses cookies. To accept, please click 'continue'. For more information, click here  //  ANNUAL REPORT
 &amp; ACCOUNTS 2020  //  "
"FTSE All Share","IMI","IMI.L","IMI PLC",https://www.imiplc.com/,"We do much more than creating simple components for customers – we look for ways of solving industry problems that have an impact on everyday life.  //  
          Find out more
          //  We do much more than creating simple components for customers – we look for ways of solving industry problems that have an impact on everyday life.  //  "
"FTSE All Share","INCH","INCH.L","INCHCAPE PLC",https://www.inchcape.com/en/index.html,"Inchcape is the leading independent automotive Distributor and Retailer with global scale, operating in 32 international territories on behalf of over 40 brand partners.  //  This site uses cookies. By continuing to browse the site you are agreeing to our use of cookies. For more details about cookies and how to manage them see our&nbsp;cookie policy.  //  Inchcape plc is the global distribution and retail leader in the premium and luxury automotive sectors.  //  "
"FTSE All Share","INDV","INDV.L","INDIVIOR PLC",http://www.indivior.com/,"We envision a day where patients everywhere will have unrestricted access to quality treatment for Opioid chronic relapsing conditions and addiction.  //  This site uses cookies. By continuing to browse the site without disabling them, you consent to our use of cookies. To learn more about the types of cookies we use, please view our cookie policy.  //  Science reveals the truth.&gt;  //  "
"FTSE All Share","INF","INF.L","INFORMA PLC",https://www.informa.com/,"
                    
                        
                    
                  //  
                
              //  "
"FTSE All Share","INPP","INPP.L","INTERNATIONAL PUBLIC PARTNERSHIP LD",https://www.internationalpublicpartnerships.com/,"Electronic versions of the materials you are seeking to access are being made available on this website in good faith and are for information purposes only.  //  These materials are not directed at or accessible by persons in the United States or persons resident or located in the United States, Australia, Canada, Japan, New Zealand, the Republic of South Africa, any EEA jurisdiction other than the UK, Ireland, Sweden and, to the extent that the necessary permissions have been granted, Denmark, or any other jurisdiction where the extension of availability of the materials to which you are seeking access would breach any applicable law or regulation.  //  "
"FTSE All Share","INVP","INVP.L","INVESTEC PLC",https://www.investec.com/en_us/welcome-to-investec.html,"Welcome to Investec. Find out more about us, our businesses, sponsorships and career opportunities.  //     //  Power, Transport and PPP / Social Infrastructure Sectors.  Global expertise in advising and providing finance for complex infrastructure and power transactions.
  //  "
"FTSE All Share","IPF","IPF.L","INTERNATIONAL PERSONAL FINANCE PLC",https://www.ipfin.co.uk/en/index.html,"Find out what makes&nbsp;IPF a leading international home-credit and digital provider of consumer finance.  //  Learn more About Us  //  "
"FTSE All Share","IPO","IPO.L","IP GROUP PLC",https://www.ipgroupplc.com/,"IP Group is a leading intellectual property commercialisation company which focuses on evolving great ideas, mainly from its partner universities, into world-changing businesses.  //  Evolving great ideas intoworld-changing businesses  //  IP Group aims to address some of the world’s most pressing challenges through the companies we back, allowing us to generate positive social and environmental impact alongside financial returns.  //  "
"FTSE All Share","IPU","IPU.L","INVESCO PERPETUAL UK SMLR CO IT PLC",https://www.invesco.com/uk/en/investment-trusts.html,"We use cookies on our website to improve your online experience and analyse our traffic. By continuing to browse our website, you consent to our use of cookies. Find out more about our use of cookies and how to manage your cookie settings.  //  The list of available sites for your audience will appear automatically  //  "
"FTSE All Share","ITRK","ITRK.L","INTERTEK GROUP PLC",https://www.intertek.com/,"All Locations &amp; Contacts  //  
                                                        Enabling you to identify and mitigate the intrinsic risk in your operations, supply chains and business processes.
                                                        Learn More
                                                      //  "
"FTSE All Share","ITV","ITV.L","ITV PLC",https://www.itvplc.com/investors,"Investors  //  ITV sites  //  Investors  //  "
"FTSE All Share","IVI","IVI.L","INVESCO INCOME GROWTH TRUST PLC",https://www.invesco.com/uk/...trusts/.../invesco-income-growth-trust-plc.html,""
"FTSE All Share","IWG","IWG.L","IWG PLC",https://www.iwgplc.com/,"
                            Over the last 30 years we&#x2019;ve created, driven and led the flexible workspace market.
                          //  
                        Over the last 30 years we&#x2019;ve created, driven and led the flexible workspace market.
                      //  "
"FTSE All Share","JAGI","JAGI.L","JPMORGAN ASIA GROWTH & INCOME PLC",https://am.jpmorgan.com/.../jpmorgan-asia-growth-acc-usd-hk0000038148,""
"FTSE All Share","JAM","JAM.L","JPMORGAN AMERICAN IT PLC",https://am.jpmorgan.com/.../jpmorgan-american-investment-trust-plc- ordinary-shares-gb00bkzgvh64,""
"FTSE All Share","JARA","JARA.L","JPMORGAN GLOBAL CORE REAL ASSETS LI",https://am.jpmorgan.com/.../asset.../jpmorgan-global-core-real-assets-limited- ordinary-shares-gg00bjvkw831,""
"FTSE All Share","JCGI","JCGI.L","JPMORGAN CHINA GROWTH & INCOME PLC",https://am.jpmorgan.com/.../jpmorgan-china-growth-income-plc-ordinary- shares-gb0003435012,""
"FTSE All Share","JCH","JCH.L","JPMORGAN CLAVERHOUSE IT PLC",https://am.jpmorgan.com/.../jpmorgan-claverhouse-investment-trust-plc- ordinary-shares-gb0003422184,""
"FTSE All Share","JD.","JDL","JD SPORTS FASHION PLC",https://www.jdplc.com/,"JD Sports Fashion plc is the leading retailer and distributor of branded sportswear and fashionwear.  //  We use cookies to ensure we give you the best experience of our website, to accept click on any link or continue to browse. To find out more about the cookies we use click here.  //  We use cookies to ensure we give you the best experience of our website, to accept click on any link or continue to browse. To find out more about the cookies we use click here.  //  "
"FTSE All Share","JDW","JDW.L","WETHERSPOON(J.D.) PLC",https://www.jdwetherspoon.com/,"Wetherspoon, founded in 1979 is a national chain across the whole of the UK & Ireland, with our award winning pubs & hotels, we are sure you won't be disappointed!   //  We use cookies to give you the best online experience. Please let us know whether you agree to all of these cookies.   //  
                    Please enter a pub or hotel name. If you are looking for something specific try our advanced search
                  //  "
"FTSE All Share","JEMI","JEMI.L","JPMORGAN GLOBAL EMERG. MKTS. IT PLC",https://am.jpmorgan.com/.../jpmorgan-global-emerging-markets-income-trust -plc-ordinary-shares-gb00b5zzy915,""
"FTSE All Share","JEO","JEO.L","EUROPEAN OPPORTUNITIES TRUST PLC",https://www.devonem.com/european-opportunities-trust-plc/,"I confirm that I'm a UK institutional investor (Professional client)
and I agree to and will comply with the Terms and Conditions of this site.  //  In these difficult times, individuals are at a higher-risk of being exposed to financial scams using phishing and cold calls in an attempt to extract sensitive information for financial gain. As the coronavirus outbreak has worsened there has been a significant increase in the number of cyber criminals trying to exploit anxiety around Covid-19. Please be extra vigilant and do not respond to any correspondence of which you are unsure, even if it appears to be from a respectable source. Please be aware that emails from Devon will always come from [name]@devonem.com.  //  "
"FTSE All Share","JESC","JESC.L","JPMORGAN EURO SMALL CO. TRUST PLC",https://am.jpmorgan.com/.../jpmorgan-european-smaller-companies-trust-plc- ordinary-shares-gb00bmts0z37,""
"FTSE All Share","JET","JET.L","JUST EAT TAKEAWAY.COM N.V.",https://www.reuters.com/companies/tkwy.as,"Discover Thomson Reuters  //  tkwy.as  //  "
"FTSE All Share","JETG","JETG.L","JPMORGAN EUROPEAN INVEST TST PLC GWTH SHS 3.90508P",https://www.trustnet.com/factsheets/t/.../jp-morgan-european-it-plc-growth- shs,""
"FTSE All Share","JETI","JETI.L","JPMORGAN EUROPEAN INVEST TST PLC INC SHS 2.04059P",https://www.trustnet.com/.../jp-morgan-european-it-plc-income-shs-2.06155p,""
"FTSE All Share","JFJ","JFJ.L","JPMORGAN JAPANESE INV. TRUST PLC",https://am.jpmorgan.com/.../jpmorgan-japanese-investment-trust-plc-ordinary -shares-gb0001740025,""
"FTSE All Share","JGGI","JGGI.L","JPMORGAN GLOBAL GWTH & INC PLC",https://am.jpmorgan.com/.../jpmorgan-global-growth-income-plc-ordinary- shares-gb00bymky695,""
"FTSE All Share","JII","JII.L","JPMORGAN INDIAN INV TRUST PLC",https://am.jpmorgan.com/.../jpmorgan-indian-investment-trust-plc-ordinary- shares-gb0003450359,""
"FTSE All Share","JLEN","JLEN.L","JLEN ENVIRONMENTAL ASSETS GROUP LTD",https://jlen.com/,"Latest share price  //  000.00 GBp  //  "
"FTSE All Share","JLG","JLG.L","JOHN LAING GROUP PLC",https://www.laing.com/,"website by The Flavour © John Laing Group plc 2021  //  "
"FTSE All Share","JMAT","JMAT.L","JOHNSON MATTHEY PLC",https://matthey.com/,"Johnson Matthey is a global science and chemicals company, and a leader in sustainable technologies, that applies cutting-edge science and chemistry to create solutions.  //  2,742.00  //  GBX  //  "
"FTSE All Share","JMF","JMF.L","JPMORGAN MID CAP INV TRUST PLC",https://am.jpmorgan.com/.../jpmorgan-mid-cap-investment-trust-plc-ordinary -shares-gb0002357613,""
"FTSE All Share","JMG","JMG.L","JPMORGAN EMERGING MKTS INV TRST PLC",https://am.jpmorgan.com/.../jpmorgan-emerging-markets-investment-trust-plc -ordinary-shares-gb00bmxwn182,""
"FTSE All Share","JMI","JMI.L","JPMORGAN SMALLER COS IT PLC",https://am.jpmorgan.com/.../jpmorgan-smaller-companies-investment-trust- plc-ordinary-shares-gb00bf7l8p11,""
"FTSE All Share","JRS","JRS.L","JPMORGAN RUSSIAN SECS PLC",https://am.jpmorgan.com/.../jpmorgan-russian-securities-plc-ordinary-shares- gb0032164732,""
"FTSE All Share","JSGI","JSGI.L","JPMORGAN JAPAN SMALL CAP G&I PLC",https://ndcdyn.interactivebrokers.com/en/index.php?f...,"Leading online trading solutions for traders, investors and advisors, with direct global access to stocks, options, futures, currencies, bonds and funds. Transparent, low commissions and financing rates and support for best execution.  //    //  If you are an institution, click below to learn more about our offerings for RIAs, Hedge Funds, Compliance Officers and more.  //  "
"FTSE All Share","JTC","JTC.L","JTC PLC",https://www.jtcgroup.com/,"We are JTC, a multijurisdictional, independent provider of institutional and private client services with over 30 years of global experience.  //  
        
          JTC Covid-19 / Coronavirus Updates        
        //  Our fund services team has substantial experience and a proven track record in administering both closed and open-ended funds established in the BVI, Cayman Islands, Guernsey, Jersey, Luxembourg, Mauritius, South Africa, UK and US.  //  "
"FTSE All Share","JUP","JUP.L","JUPITER FUND MANAGEMENT PLC",https://www.jupiteram.com/,"High conviction fund management since 1985.  //    //  "
"FTSE All Share","JUS","JUS.L","JUPITER US SMALLER COMPANIES PLC",https://www.jupiteram.com/uk/en/.../jupiter-us-smaller-companies-plc,""
"FTSE All Share","JUSC","JUSC.L","JPMORGAN US SMALLER CO. INV TST PLC",https://am.jpmorgan.com/.../jpmorgan-us-smaller-companies-investment-trust -plc-ordinary-shares-gb00bjl5f346,""
"FTSE All Share","JUST","JUST.L","JUST GROUP PLC",https://www.justgroupplc.co.uk/,"Just is a specialist UK financial services group focusing on attractive segments of the UK retirement income market.   //  We help people achieve a better later life  //  We help people achieve a better later life  //  "
"FTSE All Share","KAZ","KAZ.L","KAZ MINERALS PLC",https://www.kazminerals.com/,"KAZ Minerals is a high growth copper company focused on large scale, low cost open pit mining in Kazakhstan. The Group is listed in London, Kazakhstan and Hong Kong  //  By continuing to browse the site you are agreeing to our use of cookies. For more details about cookies and how to manage them, see our cookie policy.  //  London  //  "
"FTSE All Share","KCT","KCT.L","KIN AND CARTA PLC",https://www.kinandcarta.com/en-us/,"Transformative growth for world leading companies by combining strategy, innovation & communication to create and market digital products and services.  //  Tech and data-led management consulting  //  Next-gen software engineering and product design  //  "
"FTSE All Share","KGF","KGF.L","KINGFISHER PLC",https://www.kingfisher.com/en/index.html,"Kingfisher plc is an international home improvement company with over 1,360 stores in nine countries across Europe. We operate under retail banners including B&amp;Q, Castorama, Brico D&eacute;p&ocirc;t, Screwfix, Tradepoint and Ko&ccedil;taş, supported by a team of 77,000 colleagues
  //  Careers  //  Kingfisher at a glance  //  "
"FTSE All Share","KIE","KIE.L","KIER GROUP PLC",https://www.kier.co.uk/,"Cookie Policy. This website uses cookies. By navigating around this site you consent to cookies being stored on your machine. Learn more  //    //  "
"FTSE All Share","KIT","KIT.L","KEYSTONE INV TST PLC",https://www.invesco.com/.../investment-trusts/.../keystone-investment-trust- plc.html,""
"FTSE All Share","KKVL","KKVL.L","KKV SECURED LOAN FUND LIMITED",https://www.kkvim.com/kkv-secured-loan-fund/,"The KKV Secured Loan Fund is the only diversified equipment leasing and asset finance investment company traded on the London Stock Exchange. The Fund’s objective is to generate regular income for investor through collateralised investments in business-essential equipment and hard assets and in asset-and-equipment-based project financings.  //  'The immediate focus for KKV will be on the existing portfolio, both to restore shareholder value and work with borrowers that may require assistance as a result of the challenges presented by Covid-19.The present environment has presented challenges and the business considers it a prudent approach to assess free cash flow as the primary short term risk indicator for our book of loans. We consider the challenges presented by COVID-19 to be relatively short term and our focus is on supporting these companies so that they are able to recommence their normal trading pattern as soon as possible.'  //  "
"FTSE All Share","KKVX","KKVX.L","KKV SECURED LOAN FUND LIMITED C SHS NPV",https://www.sqncapital.com/...funds/kkv-investment-management-fund/,"Please fill in the contact form below  //    //  "
"FTSE All Share","KLR","KLR.L","KELLER GROUP PLC",https://www.keller.com/,"Keller is the world’s largest geotechnical contractor, providing technically advanced geotechnical solutions to the construction industry.  //  Business organisation  //  Purpose and vision  //  "
"FTSE All Share","KMR","KMR.L","KENMARE RESOURCES PLC",https://www.kenmareresources.com/,"Find out more about Kenmare Resources plc  //  Home  //  Find out more about Kenmare Resources plc  //  "
"FTSE All Share","KNOS","KNOS.L","KAINOS GROUP PLC",https://www.kainos.com/,"Kainos provides digital technology solutions that allow organisations and people to work smarter, faster, better. We work in government, finance and health.  //  A singular vision  //  We're on a mission to make people's lives better through technology  //  "
"FTSE All Share","LAND","LAND.L","LAND SECURITIES GROUP PLC",https://landsec.com/,"Our strategy  //  We&#039;ve just launched our new strategy.
  //  "
"FTSE All Share","LBOW","LBOW.L","ICG-LONGBOW SNR SEC. UK PTY DBT INV",https://www.lbow.co.uk/,"Introduction  //  Share Price  //  Delayed by 15 minutes  //  "
"FTSE All Share","LGEN","LGEN.L","LEGAL & GENERAL GROUP PLC",https://www.legalzoom.com/,"LegalZoom UK make legal services simple and affordable. We&#039;ll help you set up a business, buy or sell a home and even make a will.  //  
Whether you want to do most of it yourself, or would like someone else to handle the admin, we can help.  //  
If you die without a Will – ‘intestate’ – there are rules about who inherits what. With a Will, you choose.  //  "
"FTSE All Share","LIO","LIO.L","LIONTRUST ASSET MANAGEMENT PLC",https://www.liontrust.co.uk/,"Liontrust are a specialist fund management company who take pride in having a distinct culture and approach to fund management   //  We use cookies to give you the best possible experience on our website. For more details please read our&nbsp;Cookie&nbsp;Policy.  //  
		 
           
            020 7412 1700
           
		  //  "
"FTSE All Share","LLOY","LLOY.L","LLOYDS BANKING GROUP PLC",https://www.lloydsbankinggroup.com/,"Lloyds Banking Group is a financial services group that serves people, businesses and communities across the UK.  //  Back  //  Our purpose at Lloyds Banking Group is to Help Britain Prosper.  //  "
"FTSE All Share","LMP","LMP.L","LONDONMETRIC PROPERTY PLC",https://www.londonmetric.com/,"Generating sustainable income from desirable real estate | LondonMetric Property Plc  //  Owner and manager of desirable real estate with strong occupier relationships and property expertise.  //    //  "
"FTSE All Share","LRE","LRE.L","LANCASHIRE HOLDINGS LD COM SHS USD0.50",https://www.willisowen.co.uk/.../explore-fund-detail?...lancashire-holdings- limited-com-shs-usd0.50,""
"FTSE All Share","LSE","LSE.L","LONDON STOCK EXCHANGE GROUP PLC",https://www.lseg.com/,"
      Jump to navigation
      //  9,054.0  //  "
"FTSE All Share","LSL","LSL.L","LSL PROPERTY SERVICES PLC",https://www.lslps.co.uk/,"LSL Property Services plc provide residential property services: estate agency, lettings, valuations, surveys, and advice on mortgages and non-investment insurance products  //  We use cookies to provide the best experience on our website. To learn more about how we use cookies, please see our Cookie Policy. You can manage your preferences now on this banner, or via your browser at anytime.&nbsp;&nbsp;  //  WELCOME TO  //  "
"FTSE All Share","LTI","LTI.L","LINDSELL TRAIN INVESTMENT TRUST PLC",https://www.lindselltrain.com/,"Welcome to our website. For legal reasons, we have to restrict access to this website for certain persons. Please confirm your location:  //  By clicking on the “SUBMIT” button below you certify that you are an individual resident in the country you stipulated above and that you are not a United States resident.  //  "
"FTSE All Share","LUCE","LUCE.L","LUCECO PLC",https://www.luceco.com/,"Luceco are designers, suppliers &amp; manufacturers of high quality and efficient LED lighting products, with a wide range of commercial &amp; domestic solutions.  //  View &amp; download our comprehensive range of products in the latest Luceco Profile  //  Luceco supply high-efficiency and energy-saving LED luminaires to the specification market.  //  "
"FTSE All Share","LWDB","LWDB.L","LAW DEBENTURE CORPORATION PLC",https://www.lawdebenture.com/,"The Law Debenture group offers a unique range of activities in the financial and professional services sector. The group divides into two distinct areas of business: Investment Trust and Independent Professional Services.  //  Law Debenture is a rare proposition: an Investment Trust supported by a wholly owned professional services business.  The whole is greater than the sum of these parts, providing both a natural hedge to market volatility and access to markets, partners, skills and expertise that would not otherwise be available.  //  Scroll down to learn more  //  "
"FTSE All Share","LWI","LWI.L","LOWLAND INV CO PLC",https://www.janushenderson.com/.../investor/.../lowland-investment-company -plc/,""
"FTSE All Share","LXI","LXI.L","LXI REIT PLC",https://www.lxireit.com/,"LXi REIT is a closed-ended Fund for the UK property  //  "
"FTSE All Share","MAB","MAB.L","MITCHELLS & BUTLERS PLC",https://mitchellshomemade.com/,"  //  "
"FTSE All Share","MACF","MACF.L","MACFARLANE GROUP PLC",https://www.macfarlanegroup.com/,"  //  Our network of regional distribution centres ensures a highly flexible, responsive service to support national or local packaging operations  //  "
"FTSE All Share","MAJE","MAJE.L","MAJEDIE INV PLC 10P",https://www.majedie.com/,"Majedie is an independent, employee-owned investment firm. ... MAJEDIE ASSET MANAGEMENT 10 OLD BAILEY, LONDON UNITED KINGDOM, EC4M 7NG.  //  Please provide your details if you would like to be notified as new publications become available.  //    //  "
"FTSE All Share","MARS","MARS.L","MARSTON'S PLC",https://www.marstons.co.uk/,"The UK's leading independent brewing and pub retailing business, Marston's PLC is at the heart of thriving local communities.  //  As a result of the temporary lockdowns and restrictions currently in place across the UK, we’re sad to say that all of our pubs, bars, restaurants and hotels are currently closed.  //  It’s the right thing to do in order to keep our employees, guests and communities safe, but it won’t stop us from continuing to support our local communities where possible.   //  "
"FTSE All Share","MCB","MCB.L","MCBRIDE PLC",https://www.mcbride.co.uk/,"Click here to see how McBride is working together to combat COVID-19  //  Click here for COVID-19 update  //  "
"FTSE All Share","MCKS","MCKS.L","MCKAY SECURITIES PLC",https://www.mckaysecurities.plc.uk/,"McKay Securities Plc is a commercial property investment company with Real Estate Investment Trust (REIT) status specialising in the development and refurbishment of quality buildings within established and proven markets of London and South East England.  //  McKay Securities Plc is a commercial property investment company with Real Estate Investment Trust (REIT) status specialising in the development and refurbishment of quality buildings within established and proven markets of the South East and London.  //   McKay Interim Report 2020   //  "
"FTSE All Share","MCRO","MCRO.L","MICRO FOCUS INTERNATIONAL PLC",https://www.microfocus.com/en-us/home,"Micro Focus transforms your digital business with enterprise application software across DevOps, Hybrid IT Management, Security and Predictive Analytics.  //  
			        																		
			        																	  //  
			        																		
			        																	  //  "
"FTSE All Share","MCS","MCS.L","MCCARTHY & STONE PLC",https://www.mccarthy.com/,"McCarthy is a national construction company known for operational excellence and maximizing client outcomes with lasting results and superior value.  //  Throughout construction, the McCarthy team demonstrated the efficiency and value of using advanced technology to build and refine the space.  //  View Johnson County Medical Examiner Facility  //  "
"FTSE All Share","MCT","MCT.L","MIDDLEFIELD CANADIAN INC PCC RED PART",https://www.charles-stanley-direct.co.uk/viewinvestment?...middlefield_ canadian_inc_pcc_red...,"Latest Unknown (N/A) price and trading info. Online self-service trading, shares and funds within ISAs, SIPPs and investment accounts, backed by exclusive research.  //  It takes just a few minutes to register.  //  If you purchased this instrument using a platform other than Charles Stanley Direct, it is possible that it is not one that we hold any deep-level information for, even if we are able to show you the headline price in your portfolio.  //  "
"FTSE All Share","MDC","MDC.L","MEDICLINIC INTERNATIONAL PLC",https://www.mediclinic.com/en/home.html,"Mediclinic is focused on providing acute-care, specialist-orientated, multi-disciplinary healthcare services. The Group takes a sustainable, long-term approach to business, putting patients at the heart of its operations and consistently delivering high-quality healthcare services.  //  Mediclinic is a diversified international private healthcare services group, founded in South Africa in 1983, with divisions in Switzerland, Southern Africa (South Africa and Namibia), and the United Arab Emirates.   //  Mediclinic is focused on providing specialist-orientated, multi-disciplinary services across the continuum of care in such a way that the Group will be regarded as the most respected and trusted provider of healthcare services by patients, medical practitioners, funders and regulators of healthcare in each of its markets.  //  "
"FTSE All Share","MER","MER.L","MEARS GROUP PLC",https://www.mearsgroup.co.uk/,"We provide and manage 17,000 homes for local and central Government and are also responsible for keeping 750,000 of all social housing in the UK in good repair. Mears has 6,500 employees and a footprint across the country.  //  "
